id,user_id,name,description,picture,dateofbirth,breed,sex,origin,dead,causeofdeath,created_at,updated_at,cat_id,veterinarian,dateofdiagnosis,condition,conditionform,conditionrelapse,remission,remissiondate,disease_id,startdate,enddate,totalweeks,medicine,dose,device,surgery,treatmentcomplete,treatment_id,Day0TempF,Day1TempF,Day2TempF,Day3TempF,Day4TempF,Day5TempF,Week0WhiteBlood,Week1WhiteBlood,Week2WhiteBlood,Week3WhiteBlood,Week4WhiteBlood,Week5WhiteBlood,Week6WhiteBlood,Week7WhiteBlood,Week8WhiteBlood,Week9WhiteBlood,Week10WhiteBlood,Week11WhiteBlood,Week12WhiteBlood,Week0lymphocytes,Week1lymphocytes,Week2lymphocytes,Week3lymphocytes,Week4lymphocytes,Week5lymphocytes,Week6lymphocytes,Week7lymphocytes,Week8lymphocytes,Week9lymphocytes,Week10lymphocytes,Week11lymphocytes,Week12lymphocytes,Week1PCV,Week2PCV,Week3PCV,Week4PCV,Week5PCV,Week6PCV,Week7PCV,Week8PCV,Week9PCV,Week10PCV,Week11PCV,Week12PCV,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
1,,Luna,"",,2017-01-17,Savannah,F,Breeder,f,"",2021-11-28 17:54:52.360244,2021-11-28 17:54:52.360244,1,Dr. Sorkin,2017-04-24,Feline infectious peritonitis,Abdominal effusive,f,t,,1,,,12,GS-441524,2.0 mg/kg q24h,"","",t,1,103,101,100,102,101,101,16008,15214,10220,11219,12986,9504,9789,13136,10508,8441,11140,12468,11116,12412,42154,23056,34769,42441,31581,38458,44623,44538,30862,33772,37998,41526,31,28,30,35,35,38,37,35,37,36,35,39,1,,Luna,"",,2017-01-17,Savannah,F,Breeder,f,"",2021-11-28 03:47:15.053119,2021-11-28 03:47:15.053119,1,1,Dr. Sorkin,2017-04-24,Feline infectious peritonitis,Abdominal effusive,f,t,,2021-11-28 04:54:47.070536,2021-11-28 18:38:11.600230,1,1,,,12,GS-441524,2.0 mg/kg q24h,"","",t,2021-11-28 16:00:14.178802,2021-11-28 16:00:14.178802,1,1,103,101,100,102,101,101,16008,15214,10220,11219,12986,9504,9789,13136,10508,8441,11140,12468,11116,12412,42154,23056,34769,42441,31581,38458,44623,44538,30862,33772,37998,41526,31,28,30,35,35,38,37,35,37,36,35,39,2021-11-28 17:54:52.360244,2021-11-28 17:54:52.360244
